,price,user_rating
0,1.99,4.0
1,2.99,4.0
2,1.99,4.0
3,0.99,3.5
4,0.99,4.0
5,2.99,4.0
6,1.99,4.0
7,0.99,3.0
8,4.99,4.0
9,0.99,4.0
10,1.99,4.5
11,2.99,4.5
12,2.99,3.5
13,0.99,3.0
14,1.99,4.0
15,3.99,4.0
16,0.99,3.0
17,0.99,3.5
18,1.99,4.5
19,1.99,4.5
20,2.99,3.5
21,0.99,3.0
22,0.99,4.0
23,0.99,4.0
24,0.99,3.5
25,4.99,3.5
26,0.99,3.5
27,0.99,3.5
28,2.99,3.5
29,2.99,3.5
30,3.99,4.5
31,4.99,4.0
32,4.99,4.5
33,0.99,4.0
34,1.99,4.5
35,2.99,4.5
36,2.99,4.0
37,1.99,4.5
38,4.99,4.0
39,2.99,4.0
40,4.99,3.5
41,4.99,4.5
42,0.99,4.0
43,2.99,4.5
44,4.99,4.5
45,0.0,3.5
46,0.99,4.0
47,1.99,4.0
48,2.99,3.5
49,1.99,3.5
50,4.99,4.5
51,1.99,4.0
52,4.99,4.5
53,4.99,4.5
54,2.99,4.5
55,0.99,5.0
56,2.99,4.0
57,0.0,3.5
58,2.99,4.0
59,2.99,4.0
60,0.99,4.5
61,1.99,4.5
62,4.99,4.0
63,2.99,4.0
64,3.99,4.5
65,0.99,4.5
66,0.99,4.5
67,2.99,4.5
68,0.99,4.5
69,2.99,4.5
70,2.99,4.0
71,0.99,4.5
72,1.99,4.0
73,1.99,4.5
74,2.99,4.5
75,0.0,5.0
76,2.99,4.5
77,0.99,4.5
78,0.99,4.5
79,4.99,4.0
80,2.99,4.5
81,4.99,4.5
82,2.99,4.0
83,0.99,4.0
84,1.99,4.0
85,0.0,4.5
86,0.99,4.5
87,1.99,5.0
88,2.99,3.5
89,4.99,4.5
90,1.99,4.5
91,2.99,4.5
92,1.99,3.5
93,2.99,4.5
94,2.99,4.0
95,4.99,4.5
96,4.99,4.0
97,0.99,4.5
98,1.99,4.5
99,5.99,4.0
100,1.99,4.5
101,2.99,4.5
102,0.99,4.5
103,1.99,4.0
104,0.99,4.5
105,0.99,4.5
106,2.99,4.5
107,1.99,4.5
108,1.99,4.5
109,3.99,4.5
110,5.99,4.0
111,2.99,4.5
112,0.99,4.5
113,0.99,4.0
114,2.99,4.5
115,2.99,3.5
116,2.99,4.5
117,4.99,4.0
118,2.99,4.0
119,3.99,4.5
120,0.99,5.0
121,0.0,3.5
122,1.99,4.5
123,1.99,4.5
124,0.99,4.5
125,4.99,4.5
126,0.99,4.0
127,0.0,4.5
128,0.0,4.5
129,2.99,4.5
130,4.99,4.5
131,0.0,4.0
132,0.99,4.5
133,1.99,4.5
134,0.99,4.5
135,1.99,4.5
136,0.99,4.0
137,2.99,4.5
138,0.99,4.5
139,1.99,4.5
140,2.99,4.0
141,0.0,4.5
142,1.99,4.5
143,0.99,4.0
144,0.99,4.5
145,0.99,4.5
146,0.0,4.0
147,0.0,4.0
148,1.99,4.0
149,0.0,4.5
150,4.99,4.0
151,4.99,5.0
152,0.0,4.5
153,0.0,4.5
154,1.99,4.5
155,2.99,4.0
156,2.99,4.0
157,0.0,3.5
158,0.0,2.5
159,0.0,2.5
160,2.99,4.5
161,0.0,4.0
162,2.99,4.5
163,0.99,4.0
164,3.99,4.5
165,4.99,3.5
166,0.0,4.5
167,0.99,5.0
168,0.99,4.0
169,2.99,5.0
170,0.99,4.5
171,2.99,3.5
172,1.99,4.5
173,1.99,4.5
174,2.99,4.5
175,3.99,4.5
176,0.99,4.0
177,0.0,3.5
178,4.99,4.5
179,4.99,4.5
180,0.0,3.5
181,0.99,5.0
182,2.99,4.0
183,0.99,4.5
184,3.99,4.5
185,0.99,4.5
186,0.99,4.5
187,1.99,4.0
188,2.99,4.5
189,2.99,4.5
190,0.0,4.5
191,1.99,4.5
192,2.99,4.5
193,2.99,4.5
194,0.99,4.0
195,4.99,4.5
196,0.0,4.5
197,2.99,4.5
198,0.0,4.5
199,0.0,5.0
200,0.0,3.5
201,2.99,4.5
202,1.99,4.5
203,4.99,4.5
204,1.99,4.5
205,0.99,4.5
206,0.0,4.0
207,4.99,4.0
208,0.99,4.5
209,2.99,4.5
210,2.99,4.0
211,0.99,4.5
212,4.99,4.0
213,1.99,4.5
214,0.0,4.5
215,1.99,4.5
216,2.99,4.5
217,1.99,3.5
218,0.0,4.5
219,4.99,4.0
220,1.99,4.5
221,3.99,4.0
222,1.99,4.5
223,1.99,4.5
224,3.99,4.5
225,3.99,4.0
226,1.99,4.5
227,2.99,4.0
228,3.99,4.0
229,2.99,4.0
230,3.99,4.5
231,0.0,4.5
232,0.0,3.5
233,4.99,4.5
234,2.99,4.0
235,1.99,4.0
236,4.99,4.5
237,0.99,4.5
238,0.0,3.5
239,0.0,4.0
240,0.0,2.5
241,3.99,4.5
242,5.99,4.0
243,0.0,4.5
244,0.99,4.0
245,0.0,4.5
246,0.0,4.0
247,2.99,4.5
248,2.99,4.5
249,0.0,4.5
250,0.99,4.5
251,4.99,5.0
252,0.99,4.5
253,3.99,3.5
254,4.99,4.5
255,2.99,4.5
256,2.99,4.5
257,0.0,4.5
258,0.0,4.0
259,0.0,3.5
260,0.99,4.0
261,2.99,4.5
262,0.99,4.0
263,0.99,4.0
264,0.0,4.0
265,4.99,4.0
266,0.0,3.0
267,0.0,5.0
268,2.99,4.0
269,1.99,4.0
270,2.99,4.5
271,3.99,4.5
272,0.0,3.5
273,4.99,4.5
274,3.99,4.0
275,0.0,4.5
276,0.99,4.5
277,0.99,4.5
278,2.99,4.5
279,1.99,4.5
280,0.99,3.0
281,4.99,4.5
282,0.0,4.0
283,2.99,5.0
284,2.99,4.5
285,3.99,4.5
286,0.0,4.5
287,0.0,3.5
288,2.99,4.5
289,0.0,4.5
290,0.99,4.5
291,0.0,4.5
292,0.0,4.5
293,2.99,3.5
294,2.99,4.5
295,0.0,3.5
296,0.0,4.5
297,1.99,3.5
298,0.99,4.0
299,0.99,4.0
300,0.0,4.5
301,0.0,4.0
302,4.99,4.0
303,1.99,4.5
304,1.99,4.0
305,0.0,3.5
306,0.0,4.0
307,4.99,5.0
308,2.99,4.5
309,0.0,4.0
310,1.99,3.5
311,0.0,4.5
312,1.99,4.5
313,0.99,4.5
314,0.0,3.5
315,4.99,4.0
316,0.99,4.5
317,1.99,4.5
318,0.0,4.5
319,1.99,4.0
320,2.99,2.5
321,0.0,4.0
322,0.0,4.0
323,2.99,4.5
324,1.99,4.5
325,0.0,4.0
326,0.0,2.5
327,0.99,4.5
328,0.0,4.0
329,0.0,4.5
330,0.99,4.0
331,0.99,4.5
332,0.99,4.5
333,0.0,4.5
334,0.0,4.5
335,0.0,4.0
336,0.0,4.5
337,0.0,4.0
338,0.99,3.5
339,0.0,4.5
340,0.99,4.5
341,0.99,4.0
342,0.99,4.5
343,1.99,4.0
344,2.99,4.5
345,0.0,4.5
346,0.0,4.0
347,0.0,4.0
348,0.0,4.5
349,1.99,4.5
350,0.0,4.5
351,2.99,3.5
352,0.0,4.0
353,0.99,4.0
354,3.99,4.0
355,0.99,4.0
356,4.99,4.0
357,0.99,4.5
358,0.99,3.5
359,0.0,4.5
360,0.0,4.5
361,0.0,4.0
362,2.99,4.5
363,2.99,4.5
364,2.99,4.0
365,3.99,5.0
366,0.0,4.0
367,2.99,4.5
368,4.99,4.5
369,1.99,4.5
370,0.0,4.5
371,0.99,4.5
372,0.99,4.0
373,0.0,4.5
374,0.99,4.5
375,2.99,3.5
376,4.99,4.0
377,4.99,3.5
378,0.0,4.0
379,0.99,4.5
380,3.99,4.0
381,4.99,4.5
382,0.0,4.5
383,0.0,4.0
384,0.0,4.0
385,0.0,4.5
386,0.99,4.0
387,0.0,4.0
388,2.99,4.5
389,0.99,4.5
390,0.0,3.5
391,2.99,4.0
392,2.99,5.0
393,0.0,4.0
394,0.99,4.5
395,0.0,3.0
396,0.0,4.0
397,0.0,4.0
398,0.0,4.5
399,1.99,4.5
400,0.99,4.5
401,0.99,5.0
402,2.99,4.5
403,0.0,4.0
404,4.99,3.5
405,0.0,4.0
406,0.99,4.5
407,0.0,4.0
408,0.0,5.0
409,0.0,4.0
410,0.0,4.5
411,0.0,4.0
412,1.99,4.5
413,0.0,4.0
414,0.0,4.0
415,0.0,4.0
416,0.99,4.5
417,0.0,4.5
418,0.0,4.5
419,0.0,4.5
420,0.0,4.5
421,0.0,4.5
422,4.99,4.5
423,1.99,4.0
424,0.0,2.5
425,2.99,5.0
426,0.0,4.0
427,0.0,4.0
428,2.99,4.5
429,1.99,4.5
430,0.0,4.5
431,0.0,3.5
432,4.99,4.0
433,0.0,4.0
434,0.0,3.5
435,0.99,4.5
436,0.0,4.5
437,0.99,4.5
438,0.0,4.5
439,1.99,4.0
440,3.99,4.5
441,0.99,4.5
442,0.0,4.5
443,2.99,4.0
444,0.0,4.5
445,3.99,4.0
446,0.0,4.5
447,2.99,5.0
448,0.0,4.5
449,2.99,3.0
450,0.0,4.5
451,0.99,4.5
452,4.99,5.0
453,1.99,4.5
454,0.0,4.5
455,0.0,4.5
456,0.0,4.0
457,4.99,4.5
458,0.99,5.0
459,0.0,3.5
460,0.0,4.5
461,0.99,4.5
462,4.99,3.5
463,0.99,4.5
464,0.0,4.0
465,3.99,4.5
466,3.99,4.5
467,0.0,4.5
468,4.99,4.0
469,4.99,3.5
470,0.0,4.5
471,0.0,4.5
472,0.0,4.0
473,2.99,4.5
474,2.99,4.5
475,0.99,4.5
476,0.0,3.5
477,0.99,4.5
478,0.0,4.5
479,0.0,4.0
480,0.0,4.5
481,0.0,5.0
482,0.0,4.5
483,0.0,4.5
484,0.0,5.0
485,0.99,4.0
486,0.0,4.5
487,0.0,4.5
488,2.99,4.0
489,0.0,4.0
490,0.0,4.5
491,0.0,4.5
492,1.99,4.5
493,0.99,4.0
494,4.99,4.5
495,0.0,4.0
496,0.0,4.5
497,0.0,4.5
498,0.0,4.5
499,0.0,4.5
500,0.0,4.5
501,0.0,4.5
502,0.0,4.5
503,0.0,5.0
504,0.0,4.5
505,0.0,4.0
506,4.99,4.5
507,0.0,4.5
508,0.0,4.5
509,0.0,4.5
510,0.0,4.5
511,1.99,4.0
512,0.0,4.5
513,0.0,4.5
514,0.0,4.0
515,0.0,4.5
516,0.0,4.5
517,0.0,4.5
518,4.99,4.0
519,0.0,4.0
520,0.0,4.0
521,0.0,4.5
522,0.0,4.0
523,0.99,4.5
524,1.99,5.0
525,0.0,4.5
526,4.99,4.5
527,0.0,4.5
528,0.0,4.0
529,3.99,4.5
530,0.0,4.0
531,1.99,4.5
532,0.0,4.5
533,0.0,3.5
534,4.99,4.0
535,3.99,4.5
536,0.0,4.5
537,0.99,4.5
538,0.0,4.0
539,0.99,4.5
540,0.99,3.5
541,0.99,4.5
542,0.99,4.5
543,0.0,4.5
544,0.0,4.5
545,0.0,4.5
546,0.0,4.0
547,1.99,4.0
548,0.0,4.5
549,0.0,4.5
550,2.99,4.5
551,0.0,5.0
552,0.0,4.5
553,0.0,4.0
554,1.99,4.5
555,0.0,4.0
556,0.0,4.5
557,4.99,4.0
558,0.0,4.0
559,0.99,4.0
560,0.0,4.5
561,0.0,4.5
562,0.0,4.5
563,3.99,5.0
564,4.99,4.5
565,1.99,4.5
566,5.99,4.5
567,0.0,4.5
568,0.99,5.0
569,0.0,4.5
570,0.0,4.0
571,0.0,4.5
572,0.0,5.0
573,0.0,4.0
574,0.0,4.0
575,4.99,4.0
576,0.0,4.5
577,0.0,3.0
578,0.0,4.5
579,0.0,4.5
580,0.0,4.5
581,0.0,4.5
582,0.99,4.5
583,0.0,4.0
584,0.0,4.5
585,0.0,4.0
586,2.99,3.5
587,2.99,3.0
588,0.0,4.5
589,1.99,4.5
590,4.99,4.0
591,0.0,4.5
592,0.99,4.5
593,0.0,4.5
594,0.0,4.5
595,0.0,4.5
596,3.99,4.0
597,0.0,4.5
598,0.0,4.0
599,2.99,5.0
600,3.99,4.5
601,0.0,4.5
602,0.0,4.5
603,0.0,4.5
604,0.0,4.0
605,0.0,4.0
606,0.0,4.5
607,0.0,3.0
608,0.0,5.0
609,0.0,3.5
610,3.99,4.5
611,3.99,4.5
612,0.0,3.5
613,0.0,4.5
614,0.0,4.0
615,0.0,4.0
616,0.0,4.5
617,0.0,4.0
618,0.0,4.5
619,4.99,4.5
620,0.0,4.5
621,0.0,4.0
622,0.0,4.0
623,0.0,4.5
624,1.99,5.0
625,0.0,4.5
626,0.0,4.5
627,0.0,4.5
628,3.99,4.5
629,3.99,4.5
630,0.0,4.5
631,0.0,4.0
632,0.0,4.5
633,0.0,4.5
634,0.0,4.5
635,0.0,4.5
636,0.0,4.5
637,0.99,4.5
638,0.0,4.5
639,0.0,4.5
640,0.0,4.5
641,0.0,4.0
642,0.0,4.0
643,0.99,4.0
644,0.0,4.0
645,2.99,4.5
646,0.0,4.0
647,0.0,4.0
648,0.0,3.0
649,0.0,4.5
650,0.0,3.5
651,0.0,4.5
652,2.99,4.0
653,0.0,4.5
654,0.0,4.5
655,0.0,4.0
656,0.0,4.0
657,0.0,4.5
658,0.0,4.0
659,0.0,4.5
660,0.0,4.5
661,0.0,4.0
662,0.0,4.5
663,0.0,4.5
664,1.99,4.5
665,0.0,4.5
666,2.99,4.0
667,0.0,4.5
668,0.0,4.5
669,0.0,3.5
670,0.0,4.0
671,0.0,4.5
672,0.0,4.5
673,0.0,4.5
674,0.0,4.0
675,0.0,4.5
676,0.0,4.5
677,0.0,4.5
678,0.0,4.5
679,0.0,4.0
680,0.0,4.0
681,0.0,4.0
682,0.0,4.5
683,0.0,4.5
684,0.0,4.5
685,0.0,4.5
686,0.0,4.5
687,0.0,4.5
688,0.0,4.0
689,0.0,4.5
690,0.0,4.5
691,0.0,4.5
692,0.0,1.5
693,0.0,3.5
694,0.0,4.0
695,4.99,4.0
696,0.0,4.0
697,0.0,4.0
698,0.0,4.0
699,0.0,4.5
700,0.0,4.0
701,0.0,4.5
702,0.0,4.5
703,0.0,4.0
704,0.0,4.5
705,0.0,4.5
706,0.0,4.0
707,0.0,4.5
708,0.0,4.5
709,0.0,4.5
710,0.0,4.5
711,0.0,4.5
712,0.0,4.5
713,4.99,4.0
714,0.0,4.5
715,0.0,4.5
716,0.0,4.5
717,0.0,5.0
718,0.0,4.5
719,4.99,4.5
720,0.0,4.5
721,0.0,4.5
722,0.0,4.5
723,0.0,4.0
724,0.0,3.5
725,0.0,4.0
726,0.0,4.5
727,0.0,4.5
728,0.0,4.5
729,0.0,4.0
730,0.0,4.0
731,0.0,4.5
732,0.0,4.0
733,0.0,4.5
734,0.0,4.5
735,0.0,4.0
736,0.0,4.5
737,0.0,4.5
738,0.0,4.5
739,0.0,4.5
740,0.99,4.0
741,0.0,4.5
742,0.0,4.5
743,3.99,4.0
744,0.0,4.0
745,4.99,4.5
746,0.0,4.5
747,0.0,4.5
748,3.99,4.5
749,0.0,4.5
750,0.0,4.5
751,0.0,4.5
752,0.0,4.5
753,0.0,4.0
754,4.99,4.0
755,0.0,4.5
756,0.0,4.5
757,0.0,3.5
758,0.0,4.5
759,0.0,4.0
760,0.0,5.0
761,1.99,4.0
762,2.99,4.0
763,0.0,4.0
764,0.0,4.5
765,0.0,4.0
766,0.0,4.5
767,0.0,4.5
768,0.0,4.0
769,0.0,4.0
770,0.0,4.0
771,0.99,4.5
772,0.0,4.0
773,0.0,4.0
774,0.0,4.0
775,0.0,4.5
776,0.0,4.5
777,0.0,2.0
778,0.0,4.0
779,4.99,3.0
780,0.0,4.5
781,0.0,4.0
782,0.0,4.5
783,0.0,4.5
784,0.0,4.5
785,0.0,4.0
786,0.0,4.0
787,0.0,4.0
788,1.99,4.5
789,0.0,4.5
790,0.0,4.5
791,0.0,4.5
792,0.0,4.5
793,0.0,4.0
794,0.0,4.5
795,5.99,4.5
796,0.0,4.5
797,0.0,4.5
798,0.0,4.5
799,1.99,5.0
800,0.0,4.5
801,0.0,4.5
802,0.0,4.5
803,0.0,4.5
804,0.0,4.0
805,0.0,4.0
806,0.0,4.0
807,0.0,4.5
808,0.0,3.5
809,0.0,4.0
810,0.0,4.5
811,0.0,4.5
812,0.0,4.0
813,0.0,3.0
814,0.0,4.5
815,0.0,4.5
816,0.0,4.0
817,0.0,4.5
818,0.0,3.5
819,0.0,5.0
820,0.0,4.5
821,0.0,4.5
822,0.0,4.5
823,2.99,4.5
824,0.0,5.0
825,0.99,4.0
826,0.0,4.5
827,0.0,4.0
828,0.0,4.5
829,2.99,4.5
830,0.0,4.5
831,0.0,4.5
832,0.0,4.0
833,3.99,4.5
834,0.0,4.0
835,0.0,4.5
836,0.0,4.0
837,0.0,4.0
838,0.0,4.0
839,0.0,4.0
840,0.0,3.5
841,0.0,4.0
842,0.0,4.5
843,0.0,4.5
844,0.0,5.0
845,0.0,4.5
846,0.0,4.5
847,0.0,3.5
848,0.0,4.5
849,0.0,4.5
850,0.0,2.5
851,0.0,4.5
852,0.0,4.5
853,0.0,4.0
854,0.0,4.0
855,0.0,4.5
856,0.0,4.0
857,0.0,3.5
858,0.0,4.5
859,0.0,4.5
860,0.0,4.5
861,0.0,5.0
862,0.0,4.0
863,0.0,4.5
864,2.99,5.0
865,0.0,4.5
866,0.0,2.5
867,0.0,4.0
868,0.0,4.0
869,0.0,4.0
870,0.0,4.0
871,0.0,4.5
872,0.0,4.5
873,0.0,4.0
874,0.99,4.5
875,0.0,4.5
876,0.0,4.0
877,4.99,4.5
878,0.0,4.0
879,0.0,4.5
880,0.0,4.0
881,0.0,4.0
882,0.0,4.0
883,0.0,5.0
884,0.0,3.5
885,0.0,4.5
886,0.0,4.0
887,0.0,4.5
888,0.0,4.5
889,0.0,4.0
890,0.99,4.5
891,0.0,4.0
892,0.0,4.0
893,1.99,3.5
894,0.0,4.0
895,5.99,4.0
896,0.0,4.0
897,2.99,4.5
898,0.0,4.5
899,0.0,5.0
900,0.0,4.5
901,0.0,5.0
902,0.0,4.0
903,0.0,4.0
904,0.0,4.5
905,4.99,4.5
906,0.0,4.0
907,0.0,4.5
908,0.0,3.5
909,2.99,4.5
910,0.0,4.5
911,0.0,4.0
912,0.0,4.0
913,0.0,4.5
914,0.0,4.5
915,0.99,4.5
916,0.0,4.5
917,3.99,4.5
918,0.0,4.5
919,0.0,4.5
920,0.0,4.5
921,0.0,4.5
922,0.0,4.5
923,4.99,4.5
924,0.0,5.0
925,0.0,5.0
926,4.99,4.0
927,0.0,4.5
928,0.0,4.5
929,0.0,4.5
930,0.0,4.0
931,0.0,4.5
932,0.0,4.5
933,3.99,5.0
934,0.0,4.5
935,0.0,4.5
936,0.0,4.5
937,0.0,4.5
938,0.0,4.0
939,0.0,4.0
940,0.0,4.5
941,0.0,4.5
942,0.0,4.5
943,0.0,4.5
944,0.0,4.5
945,0.0,5.0
946,0.0,4.0
947,0.0,4.5
948,0.0,4.5
949,0.0,4.5
950,0.0,5.0
951,0.0,4.5
952,0.0,4.5
953,0.0,4.5
954,0.0,4.5
955,0.0,4.5
956,0.0,5.0
957,0.0,4.5
958,4.99,4.0
959,0.0,4.5
960,0.0,4.5
961,0.0,4.0
962,0.0,5.0
963,0.0,4.5
964,0.0,4.5
965,0.0,4.5
966,0.0,3.5
967,0.0,4.5
968,0.0,4.5
969,0.0,4.5
970,4.99,3.5
971,0.0,4.0
972,0.0,5.0
973,0.0,3.5
974,0.99,4.5
975,0.0,3.5
976,0.0,4.5
977,0.0,4.0
978,2.99,3.5
979,0.0,4.5
980,0.0,3.0
981,0.0,5.0
982,0.0,5.0
983,0.0,4.5
984,0.0,4.0
985,0.0,4.0
986,0.0,4.5
987,0.0,4.5
988,0.0,3.0
989,0.0,4.5
990,0.0,4.5
991,0.0,4.0
992,0.0,4.5
993,0.0,4.5
994,0.0,4.0
995,0.0,4.5
996,0.0,4.5
997,0.0,5.0
998,2.99,4.5
999,0.0,4.5
1000,0.0,4.0
1001,0.0,4.5
1002,0.0,4.0
1003,4.99,3.5
1004,0.0,5.0
1005,0.0,4.0
1006,0.0,4.0
1007,2.99,4.5
1008,0.0,4.5
1009,0.0,4.5
1010,0.0,4.0
1011,0.0,4.5
1012,0.0,3.0
1013,0.0,4.5
1014,0.0,4.0
1015,0.0,4.5
1016,0.0,4.0
1017,0.0,5.0
1018,0.0,4.0
1019,0.0,3.5
1020,0.0,3.5
1021,4.99,4.0
1022,0.0,4.5
1023,0.0,4.5
1024,0.0,4.0
1025,0.0,4.0
1026,0.0,4.5
1027,0.0,4.0
1028,0.0,4.0
1029,0.0,4.5
1030,0.0,4.5
1031,0.0,4.5
1032,0.0,4.5
1033,1.99,4.5
1034,0.0,4.5
1035,0.0,4.0
1036,0.0,4.5
1037,0.0,5.0
1038,0.0,4.5
1039,0.0,3.5
1040,0.0,3.0
1041,0.0,4.5
1042,0.0,5.0
1043,0.0,4.5
1044,0.0,5.0
1045,3.99,4.0
